family,concept,index,clause,marked_decisive,drafter_note,R1_true,R1_names,R1_decisive,R1_comment,R2_true,R2_names,R2_decisive,R2_comment,resolution
body parts,body parts/lung,6,can be supported by a machine in intensive care,,,,,,,,,,,
body parts,body parts/lung,7,shows up clearly when a doctor orders a chest X-ray,,,,,,,,,,,
body parts,body parts/lung,8,is soft and pinkish in a healthy adult,,"""is soft and pinkish in a healthy adult"": healthy lung tissue is pink, but adult lungs often show grey mottling from inhaled particles",,,,,,,,,
body parts,body parts/lung,9,is sheltered from blows by the ribs,,,,,,,,,,,
body parts,body parts/lung,10,can be donated after death to a patient on a waiting list,,,,,,,,,,,
body parts,body parts/lung,11,"gets weaker with age, making hard exercise more tiring",,,,,,,,,,,
body parts,body parts/neck,0,connects the head to the shoulders and upper back,yes,,,,,,,,,,
body parts,body parts/neck,1,houses the voice box and the windpipe,yes,,,,,,,,,,
body parts,body parts/neck,2,gets stiff after sleeping in an awkward position,,,,,,,,,,,
body parts,body parts/neck,3,is decorated with a fine chain by some people,,,,,,,,,,,
body parts,body parts/neck,4,has a pulse that can be felt at its side,,,,,,,,,,,
body parts,body parts/neck,5,can be strained when a car is hit from behind,,,,,,,,,,,
body parts,body parts/neck,6,is kept still in a brace after a bad fall,,,,,,,,,,,
body parts,body parts/neck,7,gets sunburnt at the back when working outdoors,,,,,,,,,,,
body parts,body parts/neck,8,"shows wrinkles and loose, sagging skin as people get older",,,,,,,,,,,
body parts,body parts/neck,9,can be massaged to ease tension and headaches,,,,,,,,,,,
body parts,body parts/neck,10,is where swollen glands can be felt during a cold,,,,,,,,,,,
body parts,body parts/neck,11,is bent forward for hours by people staring at phones,,,,,,,,,,,
body parts,body parts/skull,0,encases and protects the brain like a hard shell,yes,,,,,,,,,,
body parts,body parts/skull,1,has two large sockets that hold the eyes,yes,,,,,,,,,,
body parts,body parts/skull,2,is softer and more flexible in a newborn than in an adult,,,,,,,,,,,
body parts,body parts/skull,3,can crack from a heavy blow in a fight or a crash,,,,,,,,,,,
body parts,body parts/skull,4,is protected by a hard hat on a building site,,,,,,,,,,,
body parts,body parts/skull,5,is studied by anthropologists to estimate age and sex,,,,,,,,,,,
body parts,body parts/skull,6,is covered only by a thin layer of skin in places,,,,,,,,,,,
body parts,body parts/skull,7,remains long after the rest of a body has decayed,,,,,,,,,,,
body parts,body parts/skull,8,gives the face and forehead their underlying shape,,,,,,,,,,,
body parts,body parts/skull,9,is scanned with X-rays after a serious fall,,,,,,,,,,,
body parts,body parts/skull,10,is made of several bones joined firmly together,,,,,,,,,,,
body parts,body parts/skull,11,tends to be larger and heavier in men,,"""tends to be larger and heavier in men"": true on average only; individuals overlap widely",,,,,,,,,
body parts,body parts/stomach,0,lies between the gullet and the small intestine,yes,,,,,,,,,,
body parts,body parts/stomach,1,churns swallowed meals with strong acid and digestive juices,yes,,,,,,,,,,
body parts,body parts/stomach,2,"is a hollow, muscular organ that can stretch a lot",,,,,,,,,,,
body parts,body parts/stomach,3,"sits high in the belly, tucked under the ribs",,,,,,,,,,,
body parts,body parts/stomach,4,can feel queasy on a rough sea crossing,,,,,,,,,,,
body parts,body parts/stomach,5,is easily upset by bad shellfish or a bug,,,,,,,,,,,
body parts,body parts/stomach,6,has an inner lining folded into soft ridges,,,,,,,,,,,
body parts,body parts/stomach,7,can take a punch that leaves someone doubled over,,,,,,,,,,,
body parts,body parts/stomach,8,can cause a burning pain that rises into the chest,,"""can cause a burning pain that rises into the chest"": heartburn is stomach acid rising into the gullet; the stomach is the source, the burning is felt behind the breastbone",,,,,,,,,
body parts,body parts/stomach,9,is examined with a tiny camera passed down the throat,,,,,,,,,,,
body parts,body parts/stomach,10,feels tight and bloated after a huge holiday meal,,,,,,,,,,,
body parts,body parts/stomach,11,helps signal to the brain that a meal is enough,,,,,,,,,,,
body parts,body parts/thumb,0,can touch the tip of every other digit on the hand,yes,,,,,,,,,,
body parts,body parts/thumb,1,"is the thickest and most mobile digit, set apart from the others",yes,,,,,,,,,,
body parts,body parts/thumb,2,taps out text messages on a phone screen,,,,,,,,,,,
body parts,body parts/thumb,3,gets struck by accident while pounding in a nail,,,,,,,,,,,
body parts,body parts/thumb,4,pushes a drawing pin into a noticeboard,,,,,,,,,,,
body parts,body parts/thumb,5,has a nail that some people bite when nervous,,,,,,,,,,,
body parts,body parts/thumb,6,can be bent backwards and sprained in a fall onto the hand,,,,,,,,,,,
body parts,body parts/thumb,7,grips a pen together with the digits beside it,,,,,,,,,,,
body parts,body parts/thumb,8,gets stiff and sore at its base with age,,,,,,,,,,,
body parts,body parts/thumb,9,is one of five digits on each hand,,,,,,,,,,,
body parts,body parts/thumb,10,"has swirling ridges on its soft, fleshy pad",,,,,,,,,,,
body parts,body parts/thumb,11,gets pinched painfully in a folding chair,,,,,,,,,,,
body parts,body parts/toe,0,comes in a row of five on each foot,yes,,,,,,,,,,
body parts,body parts/toe,1,is stubbed painfully on furniture in the dark,yes,,,,,,,,,,
body parts,body parts/toe,2,has a nail that some people paint bright colours,,,,,,,,,,,
body parts,body parts/toe,3,helps keep the body balanced when standing and walking,,,,,,,,,,,
body parts,body parts/toe,4,can get blisters from new shoes that rub,,,,,,,,,,,
body parts,body parts/toe,5,"can pick up a fungal infection from damp, sweaty socks",,,,,,,,,,,
body parts,body parts/toe,6,is protected by reinforced boots on a building site,,,,,,,,,,,
body parts,body parts/toe,7,curls to grip the ground when walking barefoot,,,,,,,,,,,
body parts,body parts/toe,8,can be lost to severe cold on high mountain climbs,,,,,,,,,,,
body parts,body parts/toe,9,can be broken by a heavy object dropped on it,,,,,,,,,,,
body parts,body parts/toe,10,is cracked by some people to relieve stiffness,,,,,,,,,,,
body parts,body parts/toe,11,can be tickled to make a small child giggle,,,,,,,,,,,
body parts,body parts/tongue,0,pushes each mouthful toward the teeth while chewing,yes,,,,,,,,,,
body parts,body parts/tongue,1,"tastes sweet, salty, sour and bitter flavours",yes,,,,,,,,,,
body parts,body parts/tongue,2,helps shape the sounds a person makes when speaking,,,,,,,,,,,
body parts,body parts/tongue,3,is pierced with a metal stud by some people,,,,,,,,,,,
body parts,body parts/tongue,4,gets scalded by a sip of very hot coffee,,,,,,,,,,,
body parts,body parts/tongue,5,is looked at by a doctor checking for signs of illness,,,,,,,,,,,
body parts,body parts/tongue,6,is bitten by accident while eating in a hurry,,,,,,,,,,,
body parts,body parts/tongue,7,is sold by butchers and cooked slowly until tender,,,,,,,,,,,
body parts,body parts/tongue,8,can swell up dangerously in a serious allergic reaction,,,,,,,,,,,
body parts,body parts/tongue,9,can get small sores that sting with salty snacks,,,,,,,,,,,
body parts,body parts/tongue,10,feels dry and sticky when someone is very thirsty,,,,,,,,,,,
body parts,body parts/tongue,11,heals remarkably quickly after a small cut or burn,,"""heals remarkably quickly after a small cut or burn"": mouth tissue generally heals faster than skin; stated as a general tendency",,,,,,,,,
materials,materials/brick,0,is moulded from clay and fired into small rectangular blocks,yes,,,,,,,,,,
materials,materials/brick,1,often has a reddish brown colour that comes from iron compounds,,,,,,,,,,,
materials,materials/brick,2,can crack and flake when trapped water freezes inside it,,,,,,,,,,,
materials,materials/brick,3,sometimes develops white salty deposits on its outer face,,,,,,,,,,,
materials,materials/brick,4,resists fire well and releases stored heat slowly at night,,,,,,,,,,,
materials,materials/brick,5,is often salvaged from demolished buildings and used again,,,,,,,,,,,
materials,materials/brick,6,is stacked with mortar to build chimneys and house walls,yes,,,,,,,,,,
materials,materials/brick,7,is produced in kilns fuelled by gas or coal,,,,,,,,,,,
materials,materials/brick,8,is porous and slowly soaks up rain in wet weather,,,,,,,,,,,
materials,materials/brick,9,comes in standard sizes so builders can plan walls precisely,,,,,,,,,,,
materials,materials/brick,10,"can be glazed, hollow or perforated to save weight",,,,,,,,,,,
materials,materials/brick,11,is heavy and is moved around building sites on pallets,,,,,,,,,,,
materials,materials/bronze,0,is an alloy that contains a modest proportion of tin,yes,,,,,,,,,,
materials,materials/bronze,1,is a metal cast into outdoor statues and memorial plaques,yes,,,,,,,,,,
materials,materials/bronze,2,weathers to a green or brown patina when left outdoors,,,,,,,,,,,
materials,materials/bronze,3,is harder than the pure metals it is mostly made from,,,,,,,,,,,
materials,materials/bronze,4,"resists seawater, so it is used for ship propellers",,"""resists seawater, so it is used for ship propellers"": large propellers are mostly nickel-aluminium bronze; the traditional 'manganese bronze' is metallurgically a brass",,,,,,,,,
materials,materials/bronze,5,makes durable bearings and bushings with low friction,,,,,,,,,,,
materials,materials/bronze,6,"is struck into medals, coins and commemorative tokens",,,,,,,,,,,
materials,materials/bronze,7,is used for cymbals and gongs because of its ringing tone,,,,,,,,,,,
materials,materials/bronze,8,has a warm brownish metallic colour when freshly cast,,,,,,,,,,,
materials,materials/bronze,9,"does not spark when struck, so it suits work near flammable gases",,"""does not spark when struck, so it suits work near flammable gases"": non-sparking hand gear is usually specified in aluminium bronze or beryllium copper; true of copper alloys generally, but not a standard selling point of every tin bronze",,,,,,,,,
materials,materials/bronze,10,"melts at a lower temperature than iron, which made early casting easier",,,,,,,,,,,
materials,materials/bronze,11,was cast and hammered into weapons by early metalworkers,,,,,,,,,,,
materials,materials/cement,0,is ground into a powder finer than most flour,,"""is ground into a powder finer than most flour"": typical cement particles are about 10-15 micrometres, wheat flour mostly larger; true as a general comparison, not for every flour grade",,,,,,,,,
materials,materials/cement,1,is made by heating crushed limestone in a large kiln,,,,,,,,,,,
materials,materials/cement,2,hardens through a chemical reaction with water rather than by drying,,,,,,,,,,,
materials,materials/cement,3,acts as the binder that holds sand and gravel together,yes,,,,,,,,,,
materials,materials/cement,4,releases a large amount of carbon dioxide during manufacture,,,,,,,,,,,
materials,materials/cement,5,is caustic and can burn skin when it is wet,,,,,,,,,,,
materials,materials/cement,6,turns lumpy and unusable if stored somewhere damp,,,,,,,,,,,
materials,materials/cement,7,can set and harden even when it is underwater,,,,,,,,,,,
materials,materials/cement,8,is delivered in bulk by tanker lorries and stored in silos,,,,,,,,,,,
materials,materials/cement,9,is combined with sand and water to make mortar,,,,,,,,,,,
materials,materials/cement,10,gives off heat as it reacts with water,,,,,,,,,,,
materials,materials/cement,11,is sold in heavy bags at builders' merchants,,,,,,,,,,,
materials,materials/concrete,0,is strong under compression but cracks easily when pulled apart,,,,,,,,,,,
materials,materials/concrete,1,is often strengthened with embedded metal bars to carry tension,yes,,,,,,,,,,
materials,materials/concrete,2,is poured into moulds while wet and then left to harden,,,,,,,,,,,
materials,materials/concrete,3,keeps gaining strength for weeks after it has set,,,,,,,,,,,
materials,materials/concrete,4,is used for building foundations and bridge supports,,,,,,,,,,,
materials,materials/concrete,5,"is grey, heavy and feels cold to the touch",,,,,,,,,,,
materials,materials/concrete,6,"is laid for pavements, driveways and garage floors",,,,,,,,,,,
materials,materials/concrete,7,"is cast in factories into slabs, pipes and kerbs",,,,,,,,,,,
materials,materials/concrete,8,is mostly gravel and sand locked together by a hardened binder,yes,,,,,,,,,,
materials,materials/concrete,9,is broken up with jackhammers when buildings are demolished,,,,,,,,,,,
materials,materials/concrete,10,"shrinks slightly as it dries, which can cause fine cracks",,,,,,,,,,,
materials,materials/concrete,11,"can be stained, stamped or buffed for a decorative finish",,,,,,,,,,,
materials,materials/copper,0,is a reddish metal that looks pink when freshly cleaned,yes,,,,,,,,,,
materials,materials/copper,1,conducts electricity so well that it is widely used in cables,,,,,,,,,,,
materials,materials/copper,2,is used for plumbing pipes and fittings in many houses,,,,,,,,,,,
materials,materials/copper,3,turns green on roofs and domes after years of weathering,,,,,,,,,,,
materials,materials/copper,4,is dug from open-pit mines and smelted from its ore,,,,,,,,,,,
materials,materials/copper,5,kills many bacteria on its surface within hours,,,,,,,,,,,
materials,materials/copper,6,lines the bottoms of pans because it spreads heat quickly,,,,,,,,,,,
materials,materials/copper,7,is soft enough to be bent and hammered cold,,,,,,,,,,,
materials,materials/copper,8,is a trace nutrient that the human diet needs in small amounts,,,,,,,,,,,
materials,materials/copper,9,is often stolen from building sites and sold for scrap,,,,,,,,,,,
materials,materials/copper,10,winds the coils inside electric motors and transformers,,,,,,,,,,,
materials,materials/copper,11,is the chief ingredient of several yellow and brown alloys,yes,,,,,,,,,,
materials,materials/cotton,0,is a natural fibre that grows around the seeds of a plant,yes,,,,,,,,,,
materials,materials/cotton,1,is spun into yarn and woven into shirts and bedsheets,,,,,,,,,,,
materials,materials/cotton,2,absorbs sweat and lets skin breathe in hot weather,,,,,,,,,,,
materials,materials/cotton,3,can shrink noticeably when washed in very hot water,,,,,,,,,,,
materials,materials/cotton,4,creases easily unless it is blended with a synthetic fibre,,,,,,,,,,,
materials,materials/cotton,5,is a thirsty crop that often needs heavy irrigation,,,,,,,,,,,
materials,materials/cotton,6,is woven into hard-wearing workwear and casual trousers,,,,,,,,,,,
materials,materials/cotton,7,is rolled into soft balls and swabs for first aid,yes,,,,,,,,,,
materials,materials/cotton,8,is dyed easily and comes in every colour,,,,,,,,,,,
materials,materials/cotton,9,comes from a crop whose seeds are also pressed for oil,,,,,,,,,,,
materials,materials/cotton,10,"is woven into soft towels, underwear and baby clothes",,,,,,,,,,,
materials,materials/cotton,11,yellows and weakens with long exposure to sunlight,,,,,,,,,,,
materials,materials/gold,0,is a yellow metal that does not tarnish even after centuries buried,yes,,,,,,,,,,
materials,materials/gold,1,can be beaten into extremely thin decorative leaf,,,,,,,,,,,
materials,materials/gold,2,is traded on commodity markets alongside silver and oil,,,,,,,,,,,
materials,materials/gold,3,is recovered from ore that may hold only a few grams per tonne,,,,,,,,,,,
materials,materials/gold,4,is soft and very easy to shape in its pure form,,,,,,,,,,,
materials,materials/gold,5,coats electrical connector pins to keep contacts reliable,,,,,,,,,,,
materials,materials/gold,6,is so dense that even a small bar feels surprisingly heavy,,,,,,,,,,,
materials,materials/gold,7,is used by some dentists for crowns and fillings,,,,,,,,,,,
materials,materials/gold,8,is a favourite choice for wedding rings and other jewellery,,,,,,,,,,,
materials,materials/gold,9,is alloyed with other metals to make it harder for everyday wear,,,,,,,,,,,
materials,materials/gold,10,is highly unreactive and resists attack by nearly all acids,,,,,,,,,,,
materials,materials/gold,11,is recovered by recycling discarded phones and circuit boards,,,,,,,,,,,
materials,materials/granite,0,is an igneous rock with large crystals visible to the eye,yes,,,,,,,,,,
materials,materials/granite,1,"comes in grey, pink, red and many other shades",,,,,,,,,,,
materials,materials/granite,2,is a hard stone cut into kitchen worktops,,,,,,,,,,,
materials,materials/granite,3,is used for headstones because lettering stays crisp,,,,,,,,,,,
materials,materials/granite,4,is quarried in huge blocks using drills and wedges,,,,,,,,,,,
materials,materials/granite,5,"is heavy, cold to the touch and very hard to scratch",,,,,,,,,,,
materials,materials/granite,6,weathers slowly into rounded boulders on exposed hillsides,,,,,,,,,,,
materials,materials/granite,7,was laid as setts on old city streets and as kerbs,,,,,,,,,,,
materials,materials/granite,8,resists acid rain far better than softer building stones,,,,,,,,,,,
materials,materials/granite,9,forms huge bare domes and cliffs that attract rock climbers,,,,,,,,,,,
materials,materials/granite,10,is crushed into chippings for railway ballast and road surfaces,,,,,,,,,,,
materials,materials/granite,11,can be flamed or buffed to give a rough or glossy finish,,,,,,,,,,,
materials,materials/leather,0,is tanned so that it stays supple instead of rotting,yes,,,,,,,,,,
materials,materials/leather,1,"is cut and stitched into belts, bags and wallets",yes,,,,,,,,,,
materials,materials/leather,2,darkens and develops a soft sheen with years of handling,,,,,,,,,,,
materials,materials/leather,3,cracks and stiffens if it dries out without conditioning,,,,,,,,,,,
materials,materials/leather,4,"has a rich, distinctive smell when it is new",,,,,,,,,,,
materials,materials/leather,5,"is often dyed brown, black or tan",,,,,,,,,,,
materials,materials/leather,6,can be stamped with patterns using heated metal dies,,,,,,,,,,,
materials,materials/leather,7,is used to cover book bindings and desk tops,,,,,,,,,,,
materials,materials/leather,8,is imitated by cheaper synthetic look-alikes,,,,,,,,,,,
materials,materials/leather,9,softens and moulds to the wearer's shape with use,,,,,,,,,,,
materials,materials/leather,10,upholsters the seats of luxury cars and armchairs,,,,,,,,,,,
materials,materials/leather,11,"is breathable and tough, making it popular for work gloves",,,,,,,,,,,
materials,materials/marble,0,is a stone often white with grey veins running through it,yes,,,,,,,,,,
materials,materials/marble,1,is a rock formed deep underground under heat and pressure,,,,,,,,,,,
materials,materials/marble,2,has been prized by sculptors for carving statues,,,,,,,,,,,
materials,materials/marble,3,"is damaged by acids, which dull its shiny surface",,,,,,,,,,,
materials,materials/marble,4,can be slightly translucent where it is cut thin,,"""can be slightly translucent where it is cut thin"": true of fine white marbles; coarse or dark marbles are not noticeably translucent",,,,,,,,,
materials,materials/marble,5,is laid as buffed tiles in grand hallways and bathrooms,,,,,,,,,,,
materials,materials/marble,6,stains easily when wine or oil soaks into it,,,,,,,,,,,
materials,materials/marble,7,is used by bakers as a cool slab for rolling pastry,,,,,,,,,,,
materials,materials/marble,8,was carved into temple columns and friezes,,,,,,,,,,,
materials,materials/marble,9,slowly erodes on gravestones so that inscriptions fade,,,,,,,,,,,
materials,materials/marble,10,is fairly soft for a stone and scratches quite easily,,,,,,,,,,,
materials,materials/marble,11,is crushed into chips that are set into decorative floors,,,,,,,,,,,
materials,materials/nylon,0,is a synthetic fibre made from chemicals derived from petroleum,,,,,,,,,,,
materials,materials/nylon,1,is strong for its weight and dries quickly,,,,,,,,,,,
materials,materials/nylon,2,is extruded into fishing line and toothbrush bristles,yes,,,,,,,,,,
materials,materials/nylon,3,melts and forms a hard bead when held to a flame,,,,,,,,,,,
materials,materials/nylon,4,"is woven into tents, backpacks and windbreakers",,,,,,,,,,,
materials,materials/nylon,5,"is moulded into quiet, low-friction gears and cable ties",,,,,,,,,,,
materials,materials/nylon,6,"is braided into strong, stretchy climbing ropes",,,,,,,,,,,
materials,materials/nylon,7,is tufted into hard-wearing carpets for busy offices,,,,,,,,,,,
materials,materials/nylon,8,sheds tiny fibres into waterways each time it is washed,,,,,,,,,,,
materials,materials/nylon,9,was developed as a synthetic substitute for silk,,,,,,,,,,,
materials,materials/nylon,10,can be dyed easily and holds bright colours well,,,,,,,,,,,
materials,materials/nylon,11,"has a slippery, smooth feel and resists abrasion",,,,,,,,,,,
materials,materials/paper,0,is made in thin flexible sheets from pressed plant fibres,yes,,,,,,,,,,
materials,materials/paper,1,turns yellow and brittle with age and sunlight,,,,,,,,,,,
materials,materials/paper,2,tears easily along a line once it has been creased,,,,,,,,,,,
materials,materials/paper,3,is collected for recycling and can be reprocessed several times,,,,,,,,,,,
materials,materials/paper,4,absorbs spilled liquids and falls apart when soaked,,,,,,,,,,,
materials,materials/paper,5,is bleached white with chlorine or oxygen compounds,,,,,,,,,,,
materials,materials/paper,6,is folded into bags and boxes for packaging,,,,,,,,,,,
materials,materials/paper,7,catches fire easily and is used to kindle a fire,,,,,,,,,,,
materials,materials/paper,8,"comes in many weights, from thin tissue to stiff card",yes,,,,,,,,,,
materials,materials/paper,9,is shipped from mills in huge rolls that can weigh over a tonne,,,,,,,,,,,
materials,materials/paper,10,can be coated with clay or wax for a smooth or waterproof surface,,,,,,,,,,,
materials,materials/paper,11,is light and thin enough to be blown away by a breeze,,,,,,,,,,,
materials,materials/plastic,0,is shaped by injecting hot molten polymer into moulds,,,,,,,,,,,
materials,materials/plastic,1,is mostly made from chemicals refined from crude oil and gas,,,,,,,,,,,
materials,materials/plastic,2,can take centuries to break down in a landfill,,,,,,,,,,,
materials,materials/plastic,3,"is made into pipes, window frames and gutters for houses",,,,,,,,,,,
materials,materials/plastic,4,"is formed into bottles, carrier bags and cling film",yes,,,,,,,,,,
materials,materials/plastic,5,can be rigid or flexible depending on its additives,,,,,,,,,,,
materials,materials/plastic,6,is sorted by type before it can be recycled,,,,,,,,,,,
materials,materials/plastic,7,"is a poor conductor, so it insulates electrical cables",,,,,,,,,,,
materials,materials/plastic,8,softens when heated and can often be remelted and reshaped,,,,,,,,,,,
materials,materials/plastic,9,"is made into disposable cups, cutlery and straws",,,,,,,,,,,
materials,materials/plastic,10,can turn brittle and faded after years in sunlight,,,,,,,,,,,
materials,materials/plastic,11,"is light, cheap and can be made in almost any colour",,,,,,,,,,,
materials,materials/steel,0,"is an iron alloy hardened by quenching, then tempered",yes,,,,,,,,,,
materials,materials/steel,1,forms the girders and frames of skyscrapers and bridges,,,,,,,,,,,
materials,materials/steel,2,"rusts unless it is galvanised, painted or specially alloyed",,,,,,,,,,,
materials,materials/steel,3,is hot-rolled into long rails for railway tracks,,,,,,,,,,,
materials,materials/steel,4,is attracted to magnets in most of its common grades,,,,,,,,,,,
materials,materials/steel,5,is produced in huge furnaces and cast into thick slabs,,,,,,,,,,,
materials,materials/steel,6,is pressed into car body panels and drinks cans,,,,,,,,,,,
materials,materials/steel,7,is collected as scrap and melted down again,,,,,,,,,,,
materials,materials/steel,8,is drawn into strong wire for cables and fences,,,,,,,,,,,
materials,materials/steel,9,is coiled into springs that return to shape after loading,,,,,,,,,,,
materials,materials/steel,10,is welded into the hulls of ocean-going ships,,,,,,,,,,,
materials,materials/steel,11,is made into kitchen sinks and cutlery that resist corrosion,yes,,,,,,,,,,
materials,materials/velvet,0,"is a woven fabric with a soft, dense cut pile",yes,,,,,,,,,,
materials,materials/velvet,1,was woven from silk and worn by nobles,,,,,,,,,,,
materials,materials/velvet,2,changes shade when its surface is brushed in different directions,,,,,,,,,,,
materials,materials/velvet,3,is a woven fabric used for curtains and upholstery,,,,,,,,,,,
materials,materials/velvet,4,lines jewellery boxes to cushion rings and necklaces,,,,,,,,,,,
materials,materials/velvet,5,is now often made cheaply from polyester or viscose fibres,,,,,,,,,,,
materials,materials/velvet,6,crushes and marks easily if pressed flat with an iron,,,,,,,,,,,
materials,materials/velvet,7,is awkward to sew because its layers slide against each other,,,,,,,,,,,
materials,materials/velvet,8,is made into evening gowns and formal jackets,,,,,,,,,,,
materials,materials/velvet,9,"shows dust and lint readily, especially in dark colours",,,,,,,,,,,
materials,materials/velvet,10,"feels warm and heavy, so it suits winter clothes",,,,,,,,,,,
materials,materials/velvet,11,"is often used for ribbons, hair bands and chokers",,,,,,,,,,,
materials,materials/wood,0,comes from the trunks and branches of trees,yes,,,,,,,,,,
materials,materials/wood,1,has a grain that makes it split more easily in one direction,,,,,,,,,,,
materials,materials/wood,2,is sanded smooth before paint or stain is applied,,,,,,,,,,,
materials,materials/wood,3,usually floats on water because it is less dense,,,,,,,,,,,
materials,materials/wood,4,rots when damp and can be eaten by insects,,,,,,,,,,,
materials,materials/wood,5,swells and warps as the humidity around it changes,,,,,,,,,,,
materials,materials/wood,6,"is carved and joined into chairs, tables and cabinets",,,,,,,,,,,
materials,materials/wood,7,is burned in stoves and fireplaces as a fuel,,,,,,,,,,,
materials,materials/wood,8,is oiled or varnished to protect and enhance its figure,,,,,,,,,,,
materials,materials/wood,9,forms the frames and roof beams of many houses,,,,,,,,,,,
materials,materials/wood,10,is pulped to make cardboard and writing sheets,,,,,,,,,,,
materials,materials/wood,11,has a natural pattern of rings and knots,yes,,,,,,,,,,
